trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2401.7000000476837, 'positionName': 'LEFT', 'positionCoords': [327.28, 307], 'bid': 1.56}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2433.7000000476837, 'positionName': 'RIGHT', 'positionCoords': [798.72, 306.5], 'bid': 1.75}]",2990.899999976158,1669836414881,sweetpotato,lox,1.56,1.75,0.18999999999999995,sweetpotato,2613.100000023842,2614,2614.0,True,u,6113.700000047684,3122.8000000715256,1669836418004,3123,HRV,HRV_0245,2022-11-30 19:31:24
1,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2454.100000023842, 'positionName': 'LEFT', 'positionCoords': [326.28, 306.5], 'bid': 3.99}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2479.600000023842, 'positionName': 'RIGHT', 'positionCoords': [798.72, 307], 'bid': 0.41}]",6113.899999976158,1669836418004,corn cob,seaweed,3.99,0.41,-3.58,corn cob,756.4000000953674,757,757.0,True,u,7386.800000071526,1272.9000000953674,1669836419277,1273,HRV,HRV_0245,2022-11-30 19:31:24
2,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 2516.3000000715256, 'positionName': 'LEFT', 'positionCoords': [327.28, 307], 'bid': 6.2700000000000005}, {'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 2529.5, 'positionName': 'RIGHT', 'positionCoords': [798.72, 307], 'bid': 5.09}]",7387.200000047684,1669836419278,blackbeanswithrice,shreddedwheatwithmilk,6.2700000000000005,5.09,-1.1800000000000006,blackbeanswithrice,784.6000000238419,785,785.1000000238419,True,u,8680.100000023842,1292.8999999761581,1669836420571,1293,HRV,HRV_0245,2022-11-30 19:31:24
3,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 2581.3000000715256, 'positionName': 'LEFT', 'positionCoords': [326.28, 306.5], 'bid': 5.13}, {'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 2592.600000023842, 'positionName': 'RIGHT', 'positionCoords': [798.72, 307], 'bid': 5.45}]",8680.300000071526,1669836420571,raspberries,burrito,5.13,5.45,0.3200000000000003,burrito,806.5,807,807.0,True,i,10001.100000023842,1320.7999999523163,1669836421892,1321,HRV,HRV_0245,2022-11-30 19:31:24
4,"[{'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 2616, 'positionName': 'LEFT', 'positionCoords': [326.28, 306.5], 'bid': 4.32}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 2629.600000023842, 'positionName': 'RIGHT', 'positionCoords': [798.72, 307], 'bid': 1.19}]",10001.300000071526,1669836421892,tacos,cocktailshrimp,4.32,1.19,-3.1300000000000003,tacos,725.0,725,725.5,True,u,11238.0,1236.6999999284744,1669836423128,1236,HRV,HRV_0245,2022-11-30 19:31:24
5,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 2480.100000023842, 'positionName': 'LEFT', 'positionCoords': [327.28, 307], 'bid': 0.41}, {'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 2643.7000000476837, 'positionName': 'RIGHT', 'positionCoords': [798.72, 307], 'bid': 0.5}]",11238.300000071526,1669836423129,seaweed,sushi w_condiments,0.41,0.5,0.09000000000000002,sushi w_condiments,621.1999999284744,621,621.5999999046326,True,i,12368.700000047684,1130.3999999761581,1669836424259,1130,HRV,HRV_0245,2022-11-30 19:31:24
6,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 2660.5, 'positionName': 'LEFT', 'positionCoords': [328.28, 307.5], 'bid': 3.26}, {'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 2667.100000023842, 'positionName': 'RIGHT', 'positionCoords': [798.72, 306.5], 'bid': 4.28}]",12368.899999976158,1669836424259,hotdog w must,raisin bran w milk,3.26,4.28,1.0200000000000005,raisin bran w milk,1011.6000000238419,1012,1012.1000000238419,True,i,13883.100000023842,1514.2000000476837,1669836425774,1515,HRV,HRV_0245,2022-11-30 19:31:24
7,"[{'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2671.899999976158, 'positionName': 'LEFT', 'positionCoords': [328.28, 307], 'bid': 6.11}, {'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2697.399999976158, 'positionName': 'RIGHT', 'positionCoords': [798.72, 307.5], 'bid': 5.87}]",13883.399999976158,1669836425774,orange slices,ice cream sundae 002,6.11,5.87,-0.2400000000000002,orange slices,648.4000000953674,649,648.9000000953674,True,u,15043.800000071526,1160.4000000953674,1669836426934,1160,HRV,HRV_0245,2022-11-30 19:31:24
8,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 2700.100000023842, 'positionName': 'LEFT', 'positionCoords': [326.28, 306.5], 'bid': 2.69}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 2629.8000000715256, 'positionName': 'RIGHT', 'positionCoords': [798.72, 307], 'bid': 1.19}]",15044.100000023842,1669836426935,mango,cocktailshrimp,2.69,1.19,-1.5,mango,914.1000000238419,914,914.6000000238419,True,u,16464.300000071526,1420.2000000476837,1669836428355,1420,HRV,HRV_0245,2022-11-30 19:31:24
9,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 2712.600000023842, 'positionName': 'LEFT', 'positionCoords': [327.28, 307.5], 'bid': 6.32}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 2727.5, 'positionName': 'RIGHT', 'positionCoords': [798.72, 307.5], 'bid': 6.3}]",16464.399999976158,1669836428355,chicken nuggets2,turkeysandwich,6.32,6.3,-0.020000000000000462,chicken nuggets2,1376.2000000476837,1377,1376.9000000953674,True,u,18355.100000023842,1890.7000000476837,1669836430246,1891,HRV,HRV_0245,2022-11-30 19:31:24
