trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2180.2999999523163, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 1.12}, {'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2193.5999999046326, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 5.98}]",2694.5,1669835760379,fried eggs,bagel plain,1.12,5.98,4.86,bagel plain,2456.7000000476837,2458,2457.5999999046326,True,i,5656.700000047684,2962.2000000476837,1669835763341,2962,HRV,HRV_0250,2022-11-30 19:20:26
1,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2195.0999999046326, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 0.11}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2197.7000000476837, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 0.07}]",5657.0,1669835763342,olives,seaweed,0.11,0.07,-0.039999999999999994,seaweed,725.7999999523163,726,726.2000000476837,True,i,6895.0,1238.0,1669835764580,1238,HRV,HRV_0250,2022-11-30 19:20:26
2,"[{'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 2200.0999999046326, 'positionName': 'LEFT', 'positionCoords': [510.6, 395], 'bid': 5.7}, {'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 2203, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 6.38}]",6895.099999904633,1669835764580,yogurt no spoon,cherries,5.7,6.38,0.6799999999999997,yogurt no spoon,991.7000000476837,992,992.2000000476837,True,u,8393.899999856949,1498.7999999523163,1669835766079,1499,HRV,HRV_0250,2022-11-30 19:20:26
3,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 2235.5, 'positionName': 'LEFT', 'positionCoords': [512.6, 395.5], 'bid': 5.95}, {'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 2236.7000000476837, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 1.01}]",8394.099999904633,1669835766079,hotdog w must,raisin bran w milk,5.95,1.01,-4.94,hotdog w must,964.6000001430511,965,965.0,True,u,9878.200000047684,1484.1000001430511,1669835767563,1484,HRV,HRV_0250,2022-11-30 19:20:26
4,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 2264.0999999046326, 'positionName': 'LEFT', 'positionCoords': [511.6, 395.5], 'bid': 6.26}, {'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 2299.7000000476837, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 7.51}]",9878.299999952316,1669835767563,omelette,apple slices,6.26,7.51,1.25,omelette,1032.7999999523163,1033,1033.0999999046326,True,u,11425.399999856949,1547.0999999046326,1669835769110,1547,HRV,HRV_0250,2022-11-30 19:20:26
5,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 2311, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 9.26}, {'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 2357.7999999523163, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 9.86}]",11425.5,1669835769110,blackbeanswithrice,tacos,9.26,9.86,0.5999999999999996,tacos,605.3999998569489,606,605.7999999523163,True,i,12536.599999904633,1111.0999999046326,1669835770221,1111,HRV,HRV_0250,2022-11-30 19:20:26
6,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 2371.7000000476837, 'positionName': 'LEFT', 'positionCoords': [511.6, 394.5], 'bid': 9.36}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 2382.2999999523163, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 8.59}]",12536.799999952316,1669835770221,rigatoni and sauce,bagel and cc,9.36,8.59,-0.7699999999999996,bagel and cc,1061.9000000953674,1063,1062.2000000476837,True,i,14115.299999952316,1578.5,1669835771800,1579,HRV,HRV_0250,2022-11-30 19:20:26
7,"[{'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2385.5999999046326, 'positionName': 'LEFT', 'positionCoords': [512.6, 395], 'bid': 7.07}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2399.899999856949, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 6.9}]",14115.599999904633,1669835771800,roastedpotatoes,grilled chicken strips,7.07,6.9,-0.16999999999999993,grilled chicken strips,1035.0,1035,1035.2999999523163,True,i,15659.299999952316,1543.7000000476837,1669835773344,1544,HRV,HRV_0250,2022-11-30 19:20:26
8,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 2379.7000000476837, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 8.59}, {'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 2204.399999856949, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 1.93}]",15659.399999856949,1669835773344,bagel and cc,shreddedwheatwithmilk,8.59,1.93,-6.66,bagel and cc,883.4000000953674,884,883.8000001907349,True,u,17048.200000047684,1388.8000001907349,1669835774733,1389,HRV,HRV_0250,2022-11-30 19:20:26
9,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 2320.7000000476837, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 9.26}, {'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 2345.2000000476837, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395.5], 'bid': 5.65}]",17048.200000047684,1669835774733,blackbeanswithrice,eggsalad,9.26,5.65,-3.6099999999999994,blackbeanswithrice,1062.6999998092651,1063,1063.0999999046326,True,u,18627.799999952316,1579.5999999046326,1669835776312,1579,HRV,HRV_0250,2022-11-30 19:20:26
