trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 6552.79999999702, 'positionName': 'LEFT', 'positionCoords': [493.88, 239.5], 'bid': 5.53}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 6561.0999999940395, 'positionName': 'RIGHT', 'positionCoords': [978.12, 239], 'bid': 6.97}]",6830.29999999702,1669832524397,hotdog w must,froot loops w milk,5.53,6.97,1.4399999999999995,hotdog w must,1869.2999999970198,1870,1870.2999999970198,True,u,9207.70000000298,2377.4000000059605,1669832526774,2377,HRV,HRV_0099,2022-11-30 18:28:44
1,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 6564.5, 'positionName': 'LEFT', 'positionCoords': [492.88, 238.5], 'bid': 3.14}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 6568.4000000059605, 'positionName': 'RIGHT', 'positionCoords': [978.12, 239], 'bid': 2.08}]",9208.09999999404,1669832526774,cherries,edamame,3.14,2.08,-1.06,cherries,1408.5,1410,1409.300000011921,True,u,11119.09999999404,1911.0,1669832528686,1912,HRV,HRV_0099,2022-11-30 18:28:44
2,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 6573.5, 'positionName': 'LEFT', 'positionCoords': [493.88, 239.5], 'bid': 5.71}, {'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 6578.4000000059605, 'positionName': 'RIGHT', 'positionCoords': [978.12, 239], 'bid': 1.9}]",11119.5,1669832528686,burger,sushi w_condiments,5.71,1.9,-3.81,burger,781.2000000029802,782,782.0,True,u,12408.70000000298,1289.2000000029802,1669832529975,1289,HRV,HRV_0099,2022-11-30 18:28:44
3,"[{'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 6581.9000000059605, 'positionName': 'LEFT', 'positionCoords': [493.88, 239], 'bid': 4.54}, {'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 6585.20000000298, 'positionName': 'RIGHT', 'positionCoords': [978.12, 239], 'bid': 5.78}]",12409.0,1669832529975,orange slices,yogurt no spoon,4.54,5.78,1.2400000000000002,yogurt no spoon,1324.7000000029802,1326,1325.4000000059605,True,i,14246.20000000298,1837.2000000029802,1669832531813,1838,HRV,HRV_0099,2022-11-30 18:28:44
4,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 6588.0999999940395, 'positionName': 'LEFT', 'positionCoords': [493.88, 239.5], 'bid': 4.11}, {'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 6591.4000000059605, 'positionName': 'RIGHT', 'positionCoords': [978.12, 239.5], 'bid': 3.41}]",14246.5,1669832531813,ice cream sundae 002,cantaloupe,4.11,3.41,-0.7000000000000002,ice cream sundae 002,1412.0,1413,1412.5999999940395,True,u,16169.29999999702,1922.7999999970198,1669832533736,1923,HRV,HRV_0099,2022-11-30 18:28:44
5,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 6561.79999999702, 'positionName': 'LEFT', 'positionCoords': [492.88, 239], 'bid': 6.97}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 6597.9000000059605, 'positionName': 'RIGHT', 'positionCoords': [978.12, 239], 'bid': 6.83}]",16169.59999999404,1669832533736,froot loops w milk,mac & cheese,6.97,6.83,-0.13999999999999968,mac & cheese,897.2000000029802,898,897.9000000059605,True,i,17580.5,1410.9000000059605,1669832535147,1411,HRV,HRV_0099,2022-11-30 18:28:44
6,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 6607.5999999940395, 'positionName': 'LEFT', 'positionCoords': [492.88, 239], 'bid': 8.47}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 6618.5999999940395, 'positionName': 'RIGHT', 'positionCoords': [978.12, 238.5], 'bid': 6.67}]",17580.90000000596,1669832535147,bagel and cc,rigatoni and sauce,8.47,6.67,-1.8000000000000007,bagel and cc,974.8999999910593,976,975.6999999880791,True,u,19071.5,1490.5999999940395,1669832536638,1491,HRV,HRV_0099,2022-11-30 18:28:44
7,"[{'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 6619.9000000059605, 'positionName': 'LEFT', 'positionCoords': [493.88, 239], 'bid': 8.92}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 6599.5999999940395, 'positionName': 'RIGHT', 'positionCoords': [978.12, 239], 'bid': 8.47}]",19071.79999999702,1669832536638,baked potato,bagel and cc,8.92,8.47,-0.4499999999999993,baked potato,978.9000000059605,980,979.5,True,u,20562.5,1490.7000000029802,1669832538129,1491,HRV,HRV_0099,2022-11-30 18:28:44
8,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 6618.70000000298, 'positionName': 'LEFT', 'positionCoords': [492.88, 238.5], 'bid': 6.67}, {'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 6632.4000000059605, 'positionName': 'RIGHT', 'positionCoords': [978.12, 239], 'bid': 6.61}]",20562.70000000298,1669832538129,rigatoni and sauce,fried eggs,6.67,6.61,-0.05999999999999961,rigatoni and sauce,1304.0,1305,1304.7000000029802,True,u,22383.5,1820.7999999970198,1669832539950,1821,HRV,HRV_0099,2022-11-30 18:28:44
9,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 6593.70000000298, 'positionName': 'LEFT', 'positionCoords': [492.88, 239], 'bid': 6.83}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 6638.9000000059605, 'positionName': 'RIGHT', 'positionCoords': [978.12, 239.5], 'bid': 8.59}]",22383.90000000596,1669832539950,mac & cheese,turkeysandwich,6.83,8.59,1.7599999999999998,turkeysandwich,1665.5999999940395,1666,1666.199999988079,True,i,24560.40000000596,2176.5,1669832542127,2177,HRV,HRV_0099,2022-11-30 18:28:44
