trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 1929.800000011921, 'positionName': 'LEFT', 'positionCoords': [510.6, 334.5], 'bid': 7}, {'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2022, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 7.59}]",2168.900000035763,1669831927469,raspberries,orange slices,7.0,7.59,0.5899999999999999,raspberries,2018.3999999761581,2019,2018.8999999761581,True,u,4700.300000011921,2531.399999976158,1669831930000,2531,HRV,HRV_0186,2022-11-30 18:17:27
1,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2026.800000011921, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 2.38}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2029.9000000357628, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 4.97}]",4700.400000035763,1669831930000,froot loops w milk,bagel and cc,2.38,4.97,2.59,bagel and cc,1069.8999999761581,1070,1070.199999988079,True,i,6281.900000035763,1581.5,1669831931582,1582,HRV,HRV_0186,2022-11-30 18:17:27
2,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 2032.2000000476837, 'positionName': 'LEFT', 'positionCoords': [510.6, 334.5], 'bid': 8.35}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 2034.2000000476837, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 8.38}]",6282.100000023842,1669831931582,mango,kiwi,8.35,8.38,0.030000000000001137,mango,2008.1000000238419,2008,2008.300000011921,True,u,8811.700000047684,2529.600000023842,1669831934112,2530,HRV,HRV_0186,2022-11-30 18:17:27
3,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 2036, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 8.4}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 2039.4000000357628, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 4.98}]",8811.900000035763,1669831934112,strawberries,hashbrowns,8.4,4.98,-3.42,strawberries,862.3000000119209,862,862.5999999642372,True,u,10190.300000011921,1378.3999999761581,1669831935490,1378,HRV,HRV_0186,2022-11-30 18:17:27
4,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 2056.900000035763, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 5.59}, {'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 2061.600000023842, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 5.58}]",10190.400000035763,1669831935490,mac & cheese,blackbeanswithrice,5.59,5.58,-0.009999999999999787,mac & cheese,1068.199999988079,1069,1068.5,True,u,11781.400000035763,1591.0,1669831937081,1591,HRV,HRV_0186,2022-11-30 18:17:27
5,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 2064, 'positionName': 'LEFT', 'positionCoords': [512.6, 335.5], 'bid': 0.04}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 2026.300000011921, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 2.38}]",11781.800000011921,1669831937082,avocado,froot loops w milk,0.04,2.38,2.34,froot loops w milk,1172.699999988079,1173,1173.0,True,i,13474.900000035763,1693.1000000238419,1669831938775,1693,HRV,HRV_0186,2022-11-30 18:17:27
6,"[{'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 2065.7000000476837, 'positionName': 'LEFT', 'positionCoords': [512.6, 335.5], 'bid': 4.92}, {'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 2067.300000011921, 'positionName': 'RIGHT', 'positionCoords': [998.4, 334.5], 'bid': 5.55}]",13475.200000047684,1669831938775,turkey sandwich,salad w chicken,4.92,5.55,0.6299999999999999,salad w chicken,1303.0999999642372,1303,1303.2999999523163,True,i,15292.700000047684,1817.5,1669831940593,1818,HRV,HRV_0186,2022-11-30 18:17:27
7,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2069.100000023842, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 4.95}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2073.900000035763, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 2.57}]",15292.800000011921,1669831940593,granola w milk,seaweed,4.95,2.57,-2.3800000000000003,seaweed,1357.4000000357628,1357,1357.6000000238419,True,i,17169.600000023842,1876.800000011921,1669831942469,1876,HRV,HRV_0186,2022-11-30 18:17:27
8,"[{'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 2075.400000035763, 'positionName': 'LEFT', 'positionCoords': [510.6, 334.5], 'bid': 7.62}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 2077.400000035763, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335.5], 'bid': 7.59}]",17169.80000001192,1669831942470,Grapes,chicken nuggets2,7.62,7.59,-0.03000000000000025,Grapes,1192.9000000357628,1193,1193.1000000238419,True,u,18874.0,1704.199999988079,1669831944174,1704,HRV,HRV_0186,2022-11-30 18:17:27
9,"[{'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 2094.800000011921, 'positionName': 'LEFT', 'positionCoords': [511.6, 335.5], 'bid': 2.45}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 2039.5, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 4.98}]",18874.200000047684,1669831944174,luckycharms,hashbrowns,2.45,4.98,2.5300000000000002,luckycharms,1424.2999999523163,1425,1424.5999999642372,True,u,20819.900000035763,1945.699999988079,1669831946120,1946,HRV,HRV_0186,2022-11-30 18:17:27
