trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 8294.900000035763, 'positionName': 'LEFT', 'positionCoords': [280.2, 244.5], 'bid': 2.94}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 8329.100000023842, 'positionName': 'RIGHT', 'positionCoords': [748.8, 245.5], 'bid': 9.22}]",8656.700000047684,1669830526536,raspberries,chicken nuggets2,2.94,9.22,6.280000000000001,chicken nuggets2,1135.0999999642372,1137,1137.2999999523163,True,i,10295.5,1638.7999999523163,1669830528175,1639,HRV,HRV_0095,2022-11-30 17:53:14
1,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 8330.200000047684, 'positionName': 'LEFT', 'positionCoords': [281.2, 245], 'bid': 0.27}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 8340, 'positionName': 'RIGHT', 'positionCoords': [748.8, 245.5], 'bid': 0.75}]",10295.900000035763,1669830528175,sushi w_condiments,avocado,0.27,0.75,0.48,avocado,1019.5,1022,1022.0,True,i,11821.5,1525.5999999642372,1669830529701,1526,HRV,HRV_0095,2022-11-30 17:53:14
2,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 8343.5, 'positionName': 'LEFT', 'positionCoords': [281.2, 244.5], 'bid': 0.59}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 8338.300000011921, 'positionName': 'RIGHT', 'positionCoords': [748.8, 245.5], 'bid': 0.75}]",11821.800000011921,1669830529701,lox,avocado,0.59,0.75,0.16000000000000003,avocado,691.9000000357628,694,694.4000000357628,True,i,13019.800000011921,1198.0,1669830530899,1198,HRV,HRV_0095,2022-11-30 17:53:14
3,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 8343.5, 'positionName': 'LEFT', 'positionCoords': [281.2, 244.5], 'bid': 0.59}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 8344.700000047684, 'positionName': 'RIGHT', 'positionCoords': [748.8, 245.5], 'bid': 0.13}]",13020.0,1669830530899,lox,luckycharms,0.59,0.13,-0.45999999999999996,lox,621.5,624,624.0,True,u,14147.800000011921,1127.800000011921,1669830532027,1128,HRV,HRV_0095,2022-11-30 17:53:14
4,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 8345.800000011921, 'positionName': 'LEFT', 'positionCoords': [280.2, 244.5], 'bid': 6.16}, {'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 8347.400000035763, 'positionName': 'RIGHT', 'positionCoords': [748.8, 245], 'bid': 8.66}]",14148.0,1669830532027,blueberries,burrito,6.16,8.66,2.5,burrito,603.7000000476837,606,605.9000000357628,True,i,15255.700000047684,1107.7000000476837,1669830533135,1108,HRV,HRV_0095,2022-11-30 17:53:14
5,"[{'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 8348.300000011921, 'positionName': 'LEFT', 'positionCoords': [281.2, 245], 'bid': 0.26}, {'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 8354.300000011921, 'positionName': 'RIGHT', 'positionCoords': [748.8, 245], 'bid': 0.18}]",15255.900000035763,1669830533135,cocktailshrimp,olives,0.26,0.18,-0.08000000000000002,cocktailshrimp,1678.3999999761581,1681,1681.3999999761581,True,u,17439.600000023842,2183.699999988079,1669830535319,2184,HRV,HRV_0095,2022-11-30 17:53:14
6,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 8354.800000011921, 'positionName': 'LEFT', 'positionCoords': [281.2, 245], 'bid': 5.37}, {'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 8356.300000011921, 'positionName': 'RIGHT', 'positionCoords': [748.8, 245.5], 'bid': 5.41}]",17439.80000001192,1669830535319,mac & cheese,omelette,5.37,5.41,0.040000000000000036,omelette,937.0,939,939.4000000357628,True,i,18880.0,1440.199999988079,1669830536759,1440,HRV,HRV_0095,2022-11-30 17:53:14
7,"[{'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 8357, 'positionName': 'LEFT', 'positionCoords': [282.2, 245.5], 'bid': 3.08}, {'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 8358.600000023842, 'positionName': 'RIGHT', 'positionCoords': [748.8, 245.5], 'bid': 1.16}]",18880.400000035763,1669830536759,veggieswithdip,cantaloupe,3.08,1.16,-1.9200000000000002,veggieswithdip,920.0999999642372,923,922.6999999880791,True,u,20303.700000047684,1423.300000011921,1669830538183,1424,HRV,HRV_0095,2022-11-30 17:53:14
8,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 8372.400000035763, 'positionName': 'LEFT', 'positionCoords': [281.2, 245], 'bid': 5.72}, {'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 8374.100000023842, 'positionName': 'RIGHT', 'positionCoords': [748.8, 245], 'bid': 5.91}]",20303.900000035763,1669830538183,sweetpotato,strawberries,5.72,5.91,0.1900000000000004,sweetpotato,811.6999999880791,814,814.3000000119209,True,u,21619.80000001192,1315.8999999761581,1669830539499,1316,HRV,HRV_0095,2022-11-30 17:53:14
9,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 8393.400000035763, 'positionName': 'LEFT', 'positionCoords': [281.2, 245], 'bid': 0.15}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 8340, 'positionName': 'RIGHT', 'positionCoords': [748.8, 245.5], 'bid': 0.75}]",21620.200000047684,1669830539499,seaweed,avocado,0.15,0.75,0.6,avocado,846.2999999523163,848,848.1999999880791,True,i,22971.80000001192,1351.5999999642372,1669830540851,1352,HRV,HRV_0095,2022-11-30 17:53:14
