trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 8551, 'positionName': 'LEFT', 'positionCoords': [327.28, 227.5], 'bid': 1.38}, {'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 8624.5, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 4.21}]",9139.5,1669845856659,chicken nuggets2,cherry tomato,1.38,4.21,2.83,cherry tomato,1059.9000000953674,1060,1060.6000001430511,True,i,10711.900000095367,1572.4000000953674,1669845858231,1572,HRV,HRV_0311,2022-11-30 22:19:15
1,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 8623.900000095367, 'positionName': 'LEFT', 'positionCoords': [327.28, 227], 'bid': 4.21}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 8652.900000095367, 'positionName': 'RIGHT', 'positionCoords': [798.72, 226.5], 'bid': 4.47}]",10712.300000190735,1669845858231,cherry tomato,grilled chicken strips,4.21,4.47,0.2599999999999998,grilled chicken strips,1082.6999998092651,1084,1083.1999998092651,True,i,12307.700000047684,1595.3999998569489,1669845859827,1596,HRV,HRV_0311,2022-11-30 22:19:15
2,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 8655.900000095367, 'positionName': 'LEFT', 'positionCoords': [326.28, 226.5], 'bid': 7.09}, {'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 8685.400000095367, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 6.6000000000000005}]",12307.900000095367,1669845859827,raspberries,blackbeanswithrice,7.09,6.6000000000000005,-0.4899999999999993,blackbeanswithrice,919.7000000476837,920,920.0,True,i,13734.400000095367,1426.5,1669845861254,1427,HRV,HRV_0311,2022-11-30 22:19:15
3,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 8689.100000143051, 'positionName': 'LEFT', 'positionCoords': [328.28, 227], 'bid': 7.99}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 8619.300000190735, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227.5], 'bid': 6.15}]",13734.900000095367,1669845861254,apple slices,turkeysandwich,7.99,6.15,-1.8399999999999999,apple slices,808.2000000476837,809,808.7000000476837,True,u,15045.300000190735,1310.4000000953674,1669845862564,1310,HRV,HRV_0311,2022-11-30 22:19:15
4,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 8704.5, 'positionName': 'LEFT', 'positionCoords': [326.28, 226.5], 'bid': 0.49}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 8726.100000143051, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 0.44}]",15045.600000143051,1669845862565,raisin bran w milk,froot loops w milk,0.49,0.44,-0.04999999999999999,froot loops w milk,1227.8999998569489,1228,1228.2000000476837,True,i,16787.60000014305,1742.0,1669845864307,1742,HRV,HRV_0311,2022-11-30 22:19:15
5,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 8727.700000047684, 'positionName': 'LEFT', 'positionCoords': [327.28, 227], 'bid': 5.88}, {'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 8738.5, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 9.84}]",16787.900000095367,1669845864307,olives,sushi w_condiments,5.88,9.84,3.96,sushi w_condiments,782.7999999523163,783,783.0999999046326,True,i,18076.5,1288.5999999046326,1669845865596,1289,HRV,HRV_0311,2022-11-30 22:19:15
6,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 8687.5, 'positionName': 'LEFT', 'positionCoords': [327.28, 227], 'bid': 6.6000000000000005}, {'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 8762.100000143051, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227.5], 'bid': 4.98}]",18077.0,1669845865596,blackbeanswithrice,omelette,6.6000000000000005,4.98,-1.62,blackbeanswithrice,874.1000001430511,874,874.3000001907349,True,u,19464.800000190735,1387.8000001907349,1669845866984,1388,HRV,HRV_0311,2022-11-30 22:19:15
7,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 8775.5, 'positionName': 'LEFT', 'positionCoords': [327.28, 226.5], 'bid': 3.6}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 8788.600000143051, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227.5], 'bid': 0.75}]",19465.10000014305,1669845866984,rigatoni and sauce,luckycharms,3.6,0.75,-2.85,rigatoni and sauce,852.5999999046326,853,852.8999998569489,True,u,20822.900000095367,1357.7999999523163,1669845868342,1358,HRV,HRV_0311,2022-11-30 22:19:15
8,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 8816.900000095367, 'positionName': 'LEFT', 'positionCoords': [328.28, 227.5], 'bid': 2.66}, {'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 8819.700000047684, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 0.79}]",20823.300000190735,1669845868342,burger,shreddedwheatwithmilk,2.66,0.79,-1.87,burger,905.7999999523163,907,906.0999999046326,True,u,22248.300000190735,1425.0,1669845869767,1425,HRV,HRV_0311,2022-11-30 22:19:15
9,"[{'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 8830.800000190735, 'positionName': 'LEFT', 'positionCoords': [327.28, 227], 'bid': 3.13}, {'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 8634, 'positionName': 'RIGHT', 'positionCoords': [798.72, 227], 'bid': 4.21}]",22248.60000014305,1669845869768,popsicles,cherry tomato,3.13,4.21,1.08,cherry tomato,759.7000000476837,760,759.8999998569489,True,i,23511.800000190735,1263.2000000476837,1669845871031,1263,HRV,HRV_0311,2022-11-30 22:19:15
