trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 5584.700000047684, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 5.68}, {'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 5643.700000047684, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 9.02}]",8123.100000023842,1669833332683,blackbeanswithrice,apple slices,5.68,9.02,3.34,apple slices,2142.3000000715256,2153,2152.600000023842,True,i,10787.5,2664.399999976158,1669833335348,2665,HRV,HRV_0210,2022-11-30 18:40:44
1,"[{'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 5719.900000095367, 'positionName': 'LEFT', 'positionCoords': [245.68, 179.5], 'bid': 6.36}, {'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 5786.900000095367, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 6.34}]",10787.800000071526,1669833335348,salmon,mango,6.36,6.34,-0.020000000000000462,mango,1020,1021,1021.1999999284744,True,i,12323.600000023842,1535.7999999523163,1669833336884,1536,HRV,HRV_0210,2022-11-30 18:40:44
2,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 5832.100000023842, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 4.25}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 5933.100000023842, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 4.3100000000000005}]",12323.800000071526,1669833336884,sweetpotato,edamame,4.25,4.3100000000000005,0.0600000000000005,sweetpotato,1224.3999999761581,1225,1225.1999999284744,True,u,14055.200000047684,1731.3999999761581,1669833338616,1732,HRV,HRV_0210,2022-11-30 18:40:44
3,"[{'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 6012.400000095367, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 5.29}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 6027.900000095367, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179.5], 'bid': 5.38}]",14055.700000047684,1669833338616,banana,luckycharms,5.29,5.38,0.08999999999999986,banana,661.7999999523163,663,662.5,True,u,15227.400000095367,1171.7000000476837,1669833339788,1172,HRV,HRV_0210,2022-11-30 18:40:44
4,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 6100.5, 'positionName': 'LEFT', 'positionCoords': [245.68, 178.5], 'bid': 8.16}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 6169.600000023842, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 5.46}]",15227.900000095367,1669833339788,cherries,cheerios,8.16,5.46,-2.7,cherries,987.2999999523163,988,987.8999999761581,True,u,16727.400000095367,1499.5,1669833341288,1500,HRV,HRV_0210,2022-11-30 18:40:44
5,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 6234.700000047684, 'positionName': 'LEFT', 'positionCoords': [246.68, 179.5], 'bid': 5.99}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 6300.100000023842, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 5.79}]",16728.0,1669833341288,hotdog w must,hashbrowns,5.99,5.79,-0.20000000000000018,hashbrowns,1544.9000000953674,1546,1545.5,True,i,18784.700000047684,2056.7000000476837,1669833343345,2057,HRV,HRV_0210,2022-11-30 18:40:44
6,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 6299.800000071526, 'positionName': 'LEFT', 'positionCoords': [244.68, 179], 'bid': 5.79}, {'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 5585.300000071526, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 5.68}]",18785.300000071526,1669833343346,hashbrowns,blackbeanswithrice,5.79,5.68,-0.11000000000000032,hashbrowns,1143.2999999523163,1171,1171.6000000238419,True,u,20552.0,1766.6999999284744,1669833345112,1766,HRV,HRV_0210,2022-11-30 18:40:44
7,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 6286.900000095367, 'positionName': 'LEFT', 'positionCoords': [244.68, 179], 'bid': 5.79}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 6310.300000071526, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 9.05}]",20552.300000071526,1669833345113,hashbrowns,blueberries,5.79,9.05,3.2600000000000007,blueberries,1001.2999999523163,1001,1001.7999999523163,True,i,22066.100000023842,1513.7999999523163,1669833346626,1513,HRV,HRV_0210,2022-11-30 18:40:44
8,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 6169.800000071526, 'positionName': 'LEFT', 'positionCoords': [246.68, 179], 'bid': 5.46}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 6436.200000047684, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 5.93}]",22068.300000071526,1669833346629,cheerios,mac & cheese,5.46,5.93,0.46999999999999975,mac & cheese,1314.6999999284744,1315,1315.3999999761581,True,i,23886.600000023842,1818.2999999523163,1669833348447,1818,HRV,HRV_0210,2022-11-30 18:40:44
9,"[{'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 5973.200000047684, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 5.29}, {'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 6452, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179.5], 'bid': 5.36}]",23887.0,1669833348447,banana,eggs,5.29,5.36,0.07000000000000028,banana,1023.1000000238419,1024,1023.8000000715256,True,u,25423.200000047684,1536.2000000476837,1669833349983,1536,HRV,HRV_0210,2022-11-30 18:40:44
